@relation day-of-week-./data/bris.dev

@attribute F0 {Brisbane}
@attribute F1 numeric
@attribute F2 numeric
@attribute F3 numeric
@attribute F4 numeric
@attribute F5 numeric
@attribute F6 numeric
@attribute F7 numeric
@attribute F8 numeric
@attribute F9 numeric
@attribute F10 numeric
@attribute F11 numeric
@attribute F12 numeric
@attribute F13 numeric
@attribute F14 numeric
@attribute F15 numeric
@attribute F16 numeric
@attribute F17 numeric
@attribute F18 numeric
@attribute F19 numeric
@attribute F20 numeric
@attribute F21 {Sat,Fri,Sun,Thu,Wed,Tue,Mon}

@data
Brisbane,1973,2,8,0,22,28,24.9,3,900,22000,13588.9,16000,40000,31000,20,23,21,1012.5,1014.5,1013.4,Sat
Brisbane,1973,8,9,0,14,24,17.9,5.1,750,22000,5011.1,13000,30000,23666.7,11,14,12.3,1013.1,1016.9,1015.4,Thu
Brisbane,1973,10,11,0,17,25,21.3,?,22000,22000,22000,40000,55000,45833.3,12,16,14.2,1007.3,1012.4,1010.2,Sat
Brisbane,1973,12,27,0,19,28,24,6.2,9000,22000,19833.3,40000,55000,45833.3,18,20,18.3,1012.4,1015.9,1014,Sat
Brisbane,1974,2,7,0,22,29,24.7,4.1,210,3600,3035,8000,30000,24000,20,23,21.7,1005.9,1015.4,1011,Thu
Brisbane,1974,4,11,0,19,28,23.2,3.6,3600,22000,18933.3,30000,40000,35000,18,20,19,1010.3,1013.4,1011.9,Sat
Brisbane,1974,5,9,0,15,23,18.7,4.1,750,22000,14991.7,24000,40000,29666.7,15,16,15.3,1022.6,1024.1,1023.5,Sat
Brisbane,1975,1,2,0,20,28,24.5,6.2,3600,22000,9733.3,24000,30000,28666.7,18,20,19.5,1013.1,1015.4,1014,Sat
Brisbane,1975,8,21,0,5,23,14.7,5.1,22000,22000,22000,15000,40000,35833.3,1,5,3,1009.6,1012.9,1011.6,Fri
Brisbane,1975,9,11,0,17,23,20.2,5.1,3600,3600,3600,30000,45000,36666.7,14,16,15.6,1025,1028.3,1026.8,Thu
Brisbane,1975,10,2,0,12,25,18.3,8.2,3600,22000,15866.7,50000,60000,53333.3,3,9,5.7,1010.4,1016.8,1013.8,Sat
Brisbane,1976,1,8,0,23,31,26.8,4.1,22000,22000,22000,30000,60000,40833.3,16,22,20.2,1007.8,1010.2,1008.6,Sat
Brisbane,1976,4,8,0,18,26,21.4,3.1,22000,22000,22000,30000,50000,40000,13,16,14.4,1015.9,1019.6,1017.8,Sat
Brisbane,1976,6,24,0,14,22,17.4,2.6,1200,22000,13680,25000,40000,37000,12,15,13,1016.1,1023.3,1020,Sat
Brisbane,1976,9,2,0,10,24,16.7,7.7,3600,22000,15866.7,30000,50000,38333.3,2,16,8.7,1009.7,1012.7,1011.3,Sat
Brisbane,1976,11,4,0,17,29,22.2,8.8,22000,22000,22000,35000,40000,38333.3,7,16,10.2,1005.1,1014.4,1011,Sat
Brisbane,1976,11,18,0,15,27,21.3,4.6,22000,22000,22000,30000,40000,36666.7,3,15,8.2,1004.3,1009.7,1007.6,Sat
Brisbane,1977,1,20,0,20,31,25.5,6.2,1200,22000,15116.7,35000,40000,39166.7,14,18,16,1008.1,1011.8,1010,Sat
Brisbane,1977,2,17,0,25,30,27.6,7.7,1200,22000,17840,30000,40000,36000,15,18,16.2,1015.7,1018,1016.8,Sat
Brisbane,1977,3,31,0,23,31,26.3,2.6,1200,22000,6266.7,20000,40000,26000,19,21,20.5,1012.2,1015.3,1013.9,Sat
Brisbane,1977,6,16,0,11,22,15.2,1,3600,22000,17400,9000,20000,12500,9,13,11,1019,1020.7,1019.6,Tue
Brisbane,1977,8,4,0,8,21,13.7,3.1,22000,22000,22000,3000,14000,8833.3,4,7,5.7,1018.6,1021.7,1020.4,Thu
Brisbane,1977,10,13,0,15,24,18.3,5.1,1200,22000,15066.7,30000,40000,36666.7,11,12,11.3,1023,1024.8,1024,Sat
Brisbane,1978,2,9,0,26,32,29.7,7.2,22000,22000,22000,20000,30000,28333.3,23,23,23,1005.3,1009.8,1007.1,Fri
Brisbane,1978,7,20,0,11,21,17,4.1,22000,22000,22000,50000,50000,50000,4,12,6.8,1011.7,1015.5,1013.7,Sat
Brisbane,1978,10,26,0,19,25,21.7,5.7,1200,22000,12000,25000,50000,33333.3,8,14,11.7,1019.1,1021.5,1020.4,Sat
Brisbane,1978,12,21,0,22,25,23.4,5.1,750,9000,2730,30000,30000,30000,16,19,17.4,1015.2,1016.8,1016.2,Thu
Brisbane,1979,3,15,0,19,28,23,5.1,1200,22000,6266.7,30000,30000,30000,16,18,16.8,1008.3,1010.9,1009.4,Sat
Brisbane,1979,3,22,0,22,32,26.1,2.1,9000,22000,20555.6,1000,40000,22777.8,19,23,21,1010.3,1014.1,1012.5,Sat
Brisbane,1979,3,29,2,19,28,23.6,10.3,1200,22000,14160,30000,30000,30000,15,17,16,1017.9,1022.1,1020,Sat
Brisbane,1979,4,26,0,19,27,22.6,2.6,9000,22000,19833.3,15000,35000,25833.3,18,19,18.8,1017.4,1020.9,1019,Sat
Brisbane,1979,5,24,0,13,24,18,7.7,22000,22000,22000,30000,35000,34166.7,11,13,11.7,1026,1029,1027.9,Sat
Brisbane,1979,11,22,0,22,28,25.1,8.2,420,22000,13274.3,15000,30000,25000,19,22,20.4,1009.6,1014.2,1012.2,Sat
Brisbane,1979,11,29,0,22,29,25,9.3,750,22000,7310,15000,30000,23800,18,20,19,1015,1018.9,1016.8,Sat
Brisbane,1980,1,3,0,22,29,26.2,4.1,1200,22000,17840,35000,40000,39000,15,20,18.2,1011.6,1013.3,1012.5,Sat
Brisbane,1980,1,31,2,24,30,27.3,6.2,1200,22000,19028.6,20000,30000,25000,20,23,21.9,1013.3,1015.7,1014.5,Sat
Brisbane,1980,2,21,0,18,29,24.2,5.7,22000,22000,22000,30000,30000,30000,17,19,18.2,1007.5,1011.5,1008.9,Fri
Brisbane,1980,2,28,20,21,30,24.2,5.1,750,22000,7790,15000,40000,29000,20,21,20.4,1005,1010.7,1008.6,Sat
Brisbane,1980,3,27,0,20,30,25.2,7.7,3600,22000,18933.3,25000,35000,33333.3,18,21,19.7,1009.5,1013,1011,Sat
Brisbane,1980,4,17,1,17,26,21.2,7.7,1200,22000,8066.7,30000,30000,30000,14,17,15.2,1020.6,1023,1021.7,Sat
Brisbane,1980,5,1,0,16,24,19.8,6.7,1200,22000,15116.7,25000,30000,28333.3,11,15,13.5,1021.8,1025.8,1024.1,Sat
Brisbane,1981,1,8,2,20,30,24.3,8.2,600,22000,14154.8,1500,25000,11814.3,17,21,18.9,1016.3,1019,1018,Sat
Brisbane,1981,3,19,0,19,28,22.8,4.1,22000,22000,22000,9900,30000,12442.9,14,18,17.1,1019,1020.8,1019.7,Sat
Brisbane,1981,6,11,0,14,19,16.9,8.7,22000,22000,22000,9900,40000,14942.9,5,8,5.8,1006.2,1014.4,1009.4,Sat
Brisbane,1981,7,9,0,7,19,11.6,4.6,22000,22000,22000,9900,40000,12410,1,6,3.6,1015.7,1021.8,1018.5,Thu
Brisbane,1981,8,6,0,8,21,13.8,4.1,22000,22000,22000,9900,30000,12415,0,8,5,1015.2,1017.8,1016,Thu
Brisbane,1981,11,19,7.4,15,23,16.7,2.5,120,7500,2943.3,2000,25000,11035.3,12,16,13.5,1016.4,1019.6,1017.9,Thu
Brisbane,1982,1,14,6.5,21.8,30,25,6.6,420,22000,5951.2,4000,30000,13162.5,20.8,22.1,21.2,1012.3,1015.7,1014.6,Sat
Brisbane,1982,4,8,0,18,28,22.4,5.1,1200,22000,19035.7,9900,30000,14070.8,13,17,14.5,1013,1018.9,1016.1,Sat
Brisbane,1982,7,1,0,8.5,20,12.6,2.5,22000,22000,22000,9900,15000,11384.2,5.4,8,7,1014.6,1016.9,1016,Thu
Brisbane,1982,7,15,1005.4,12,17.1,14.4,8.2,600,4200,2834.2,11200,25000,14505.3,8,11.4,9.8,1020.5,1023.2,1021.7,Sun
Brisbane,1982,11,4,0,14,25,18.4,7.7,840,22000,15138.9,9900,30000,15485,8,13,10.5,1020,1022.2,1021.2,Tue
Brisbane,1982,11,18,6,20.4,28,23.6,5.1,600,22000,8985.7,9900,25000,13225,15.5,19.2,17.6,1013.4,1022.3,1017.6,Thu
Brisbane,1982,12,30,0,23,27,24.6,5.1,1350,8400,3750,9900,30000,15112.5,18,20,19.3,1009.3,1012.6,1010.6,Thu
Brisbane,1983,2,10,0,20,30,25.1,7.7,22000,22000,22000,9900,20000,11016.7,16,20.9,18.8,1012.3,1014,1013.2,Fri
Brisbane,1983,6,30,0,9,24,15.6,3.6,22000,22000,22000,9900,40000,10736.1,8,13,10,1013.9,1016.3,1015,Sat
Brisbane,1983,7,7,0,8,17,11.5,5.1,22000,22000,22000,9900,40000,14078,0,3,2,1013.4,1016.7,1015.4,Thu
Brisbane,1983,8,11,0,11,21,14.8,6.2,1200,22000,19711.1,9900,40000,14840,7,11.1,8.7,1025,1029.7,1027.5,Tue
Brisbane,1983,9,8,?,19,25,21.8,9.3,1500,22000,14780,8000,40000,13013,6,19.1,17.8,1007.9,1011.3,1008.9,Wed
Brisbane,1983,9,15,?,16.9,24,20.3,7.2,360,22000,10737.8,8000,25000,12355.6,14.6,18,15.6,1013.6,1021.4,1017.5,Wed
Brisbane,1984,1,5,0,20,28,22.8,3.6,600,22000,7151.4,9900,30000,14297.2,15,20,16.7,1016.2,1018.9,1017.6,Sat
Brisbane,1984,2,16,1,20.9,27.8,23.3,3.6,1050,22000,13266.7,11200,35000,14822.2,18,21,19.1,1010.2,1012.5,1011.5,Sat
Brisbane,1984,8,23,0,10,23,14.9,4.1,22000,22000,22000,9900,30000,14030,2.8,9.3,7.3,1017.4,1021.7,1019.8,Thu
Brisbane,1984,10,11,0,16.2,28,21.7,?,22000,22000,22000,1900,20000,11204,11,16,14.2,1012.6,1019.5,1016.4,Fri
Brisbane,1984,10,18,32,15.9,21,17.5,6.2,450,3600,1675.5,4000,20000,10852.6,11.9,16,14.2,1018.2,1022.5,1020.3,Thu
Brisbane,1984,10,25,0,15,24.2,19.8,5.1,600,22000,15910,9900,30000,15127.3,12,18,14,1013.5,1015.9,1014.8,Sat
Brisbane,1984,12,13,8,23,34,26.4,9.3,240,22000,7077.9,2000,30000,11013,18,23.1,21.5,1002.3,1004.9,1003.8,Sat
Brisbane,1985,3,28,14,19,25,20.8,8.2,600,22000,3060.8,5000,30000,12308.3,16,18,17.1,1018.2,1020.1,1019.2,Thu
Brisbane,1985,5,23,?,14,21,16.8,3.6,1050,22000,14880,9900,40000,15852,12,14.9,13.3,1020.1,1022.7,1021.2,Tue
Brisbane,1985,8,22,9,14,20,16.3,7.7,750,9000,3442.5,3000,30000,16310,10,14.6,12.4,1017.7,1024.3,1019.9,Thu
Brisbane,1985,12,19,0,23,36,28.4,6.2,240,22000,14753.3,9900,40000,15095.7,4,24,16.3,1004.8,1008.5,1007,Sat
Brisbane,1986,4,3,0,17,27.1,21.8,3.1,600,22000,20573.3,2200,35000,13900,14.8,17.6,16.2,1017.3,1021.3,1019.4,Sat
Brisbane,1986,7,17,13,14.8,24,19.4,6.7,450,22000,9459.5,2000,40000,15184,2,20,14.2,1013.7,1018.6,1016.3,Sat
Brisbane,1986,10,2,0.6,18.2,26,21.9,8.7,750,22000,21034.1,200,30000,11475,10.5,21,19.1,1013.3,1015.8,1014.7,Sat
Brisbane,1986,12,18,17,21,31,24.8,5.7,750,22000,17177.3,9900,40000,14691.7,16,23,19.9,1011.3,1012.9,1012.1,Sat
Brisbane,1987,1,8,0,21,30,25.7,6.2,4200,22000,16943.8,9900,40000,16141.7,19,21.2,20.4,1008.9,1011.9,1010.8,Sat
Brisbane,1987,6,18,8,14,20,16.1,5.1,450,22000,7940.9,1800,30000,13709.1,12,15,13.9,1025.6,1027.8,1026.6,Tue
Brisbane,1987,7,9,0,11,20,14.8,7.2,1050,22000,19802.6,9900,40000,17568.2,4.7,11.8,8.7,1026.6,1030.6,1028.5,Tue
Brisbane,1987,8,6,0,8,20.7,13.3,6.2,22000,22000,22000,9900,40000,16617.4,4,9,6.4,1021.5,1028.4,1024.9,Thu
Brisbane,1987,9,10,0,11.2,26.5,18.7,7.7,22000,22000,22000,9900,40000,17704.3,0,7,2.1,1014.3,1023.2,1018.7,Fri
Brisbane,1987,9,17,?,14.6,24.2,18.6,5.7,2700,22000,13672.2,9900,30000,15158.3,9.6,13.2,10.9,1017.3,1021.5,1019.9,Wed
Brisbane,1987,12,17,0,21.7,31,25.7,8.2,22000,22000,22000,9900,40000,18877.3,18,22.8,20.3,1010.6,1015.9,1013.7,Sat
Brisbane,1988,3,10,0,18.6,28,23.3,5.1,22000,22000,22000,9900,35000,14995.8,18,22,19.8,1012.5,1016.5,1014.7,Fri
Brisbane,1988,6,16,4,14,18.8,16.5,9.8,1050,22000,11367.6,9900,40000,16195.7,8.8,13.5,10.6,1005.3,1008.6,1006.5,Sat
Brisbane,1988,10,6,0,20,28,23.9,9.8,22000,22000,22000,9900,25000,13810,11.2,21,18.6,1008.3,1019.6,1013.4,Sat
Brisbane,1988,11,10,0,18.9,28,23.2,9.8,900,22000,16755,9900,40000,16804.3,14,17,15.5,1013.3,1020.3,1016.7,Sat
Brisbane,1989,3,2,?,18.7,26,22.2,8.2,1050,22000,14052.5,9900,30000,18831.8,16.8,19,17.9,1014.9,1017.8,1016.3,Wed
Brisbane,1989,4,6,?,19,26,22.2,7.7,900,22000,10210,11200,30000,16780,17,19,18.1,1017.4,1019.9,1018.7,Wed
Brisbane,1989,4,27,1000,18,27,22.3,6.2,1050,22000,11684.4,9900,40000,20821.7,14.4,19,16.8,1000.7,1006.9,1003.5,Sun
Brisbane,1989,5,4,0,15.6,24.2,19.7,3.6,3000,22000,17135.3,800,30000,16177.3,15.4,18.2,16.9,1014.6,1018.7,1016.4,Sat
Brisbane,1989,7,6,0,5,17.5,10.6,6.7,22000,22000,22000,9900,40000,20845.5,0.7,5,2.6,1016.1,1022.2,1019,Fri
Brisbane,1989,8,10,0,4.9,21,12.7,5.1,9000,22000,19400,9900,40000,22272.7,3.1,11,5.6,1020.1,1024.6,1021.5,Thu
Brisbane,1989,8,17,37.5,10.7,19.5,13.2,8.8,600,22000,6030.8,3000,35000,14423.1,9,12,10.4,1018.3,1023,1020.6,Tue
Brisbane,1989,9,14,0,7,23.1,15.6,7.7,22000,22000,22000,9900,40000,20041.7,0,8,3.4,1012.5,1017.5,1014.8,Fri
Brisbane,1989,9,21,0.3,16.4,22,19.2,6.2,600,22000,9635.5,11200,30000,19745.5,11,15,12.9,1016.3,1020.6,1018.2,Thu
Brisbane,1989,11,23,0,17.6,24,20.7,6.2,1350,22000,9008.7,11200,40000,18713,13,15.1,14.4,1014.7,1017.8,1016.1,Thu
Brisbane,1990,2,15,99,22,27,25,4.6,900,22000,13641.3,11200,35000,18391.3,18,21,19.4,1014.4,1017.6,1015.9,Thu
Brisbane,1990,3,15,0,18.7,26.5,23.2,7.7,750,22000,8196.7,9900,40000,21509.5,16,19,17.5,1010.8,1016.5,1013.3,Sat
Brisbane,1990,5,10,8,16.7,25,20.4,5.7,600,22000,12425,11200,30000,16633.3,15.9,19,17.6,1021.6,1025.7,1023.5,Thu
Brisbane,1990,6,7,41,15,18,16.3,7.2,300,22000,5615,2000,20000,11780,13.2,16,14.7,1018.5,1023.6,1020.4,Tue
Brisbane,1990,9,6,0,8,23,15,7.7,9000,22000,19400,6000,25000,12752.2,4,11,7.9,1020.6,1024.6,1022.6,Tue
Brisbane,1990,9,27,?,15,25,19.6,8.2,900,22000,9438.1,11200,25000,14720,11,14,12.8,1021.6,1026.7,1024.5,Tue
Brisbane,1990,11,1,0,18,27,23.6,8.2,7500,22000,21093.8,9900,25000,14734.8,16,19,18,1012.3,1016.4,1014.1,Sat
Brisbane,1991,3,7,5,19.6,28.2,23.5,8.8,600,22000,11082.6,11200,30000,17469.6,16.9,20,18.4,1015.3,1017.5,1016.6,Sat
Brisbane,1991,4,11,0,15,25,19.7,8.2,750,22000,19500,9900,40000,19626.1,10.8,15,12.6,1017.5,1020.6,1019,Sat
Brisbane,1991,6,20,0,15,22,17.9,4.6,3600,7500,5781.8,3000,25000,12883.3,14.8,17,15.7,1020.6,1024.6,1022.5,Thu
Brisbane,1991,7,25,0,5,18,11,7.2,22000,22000,22000,9900,40000,20152.2,0,5.4,1.7,1013.5,1021.6,1017.5,Thu
Brisbane,1991,11,28,?,18.5,25,22.2,6.2,600,22000,12025,11200,35000,15591.7,17.7,20,18.6,1015.8,1017.6,1016.7,Thu
Brisbane,1991,12,5,0,19.9,28,22.9,9.8,1050,22000,8515.2,11200,25000,15130.4,13.8,17.1,14.8,1007.7,1012.6,1010.4,Sat
Brisbane,1992,4,9,0,16.3,25,20.2,7.2,1200,22000,17735.7,9900,40000,19836.4,12,14,13.1,1017.5,1022.5,1020.1,Sat
Brisbane,1992,5,7,0,15.9,24,19.8,5.7,22000,22000,22000,9900,40000,19960.9,11,16.2,14.2,1021.4,1024.6,1022.6,Fri
Brisbane,1992,7,30,?,8,23,15.4,5.1,22000,22000,22000,9900,30000,14696.8,7,15.1,11.7,1016.4,1021.5,1018.1,Fri
Brisbane,1992,8,13,0,5.9,21,15.6,12.3,22000,22000,22000,4000,40000,16134.6,0.1,5,3,1012.9,1020.9,1016.8,Sat
Brisbane,1992,10,8,0,12,23.3,18.1,6.2,1500,22000,15526.3,9900,40000,21339.6,10,13,11.5,1016.5,1022.6,1019.3,Sat
Brisbane,1992,10,22,0,13,22.3,18,6.6,22000,22000,22000,9900,40000,16874.1,1,9,5.8,1022.6,1026,1024.5,Thu
Brisbane,1992,11,26,0,20,30,25,6.1,22000,22000,22000,9900,40000,20432.7,16.8,22,18.8,1005.9,1013.8,1009.5,Sat
Brisbane,1992,12,10,0,19,26,22.1,6.1,1350,22000,14885,9900,40000,20864.3,11,15,13,1012.5,1017.1,1014.9,Sat
Brisbane,1993,2,4,0,22,30.5,26.7,8.7,22000,22000,22000,9900,40000,19263.3,16.5,21.2,19.9,1010.3,1014.8,1012,Sat
Brisbane,1993,2,25,?,24,29.6,26.3,6.7,450,22000,13732.9,11265,40000,20783.1,20.5,23,21.7,1009.8,1012,1010.7,Fri
Brisbane,1993,4,22,?,17,25,20.8,7.2,1200,22000,10970.8,11265,40000,17562.7,13,16.1,15,1021.5,1028.3,1024.4,Tue
Brisbane,1993,6,24,0,10.7,22,15.3,5.1,22000,22000,22000,9900,40000,21093.6,6,11.9,8.2,1021.5,1026.7,1024.6,Thu
Brisbane,1993,7,29,?,13.8,20.5,16.3,5.7,750,22000,14143.8,25000,40000,30625,10.5,14.7,11.6,1012.9,1017.3,1015,Fri
Brisbane,1993,8,26,?,13.2,21.1,17.3,5.1,3600,22000,19700,11265,35000,17926.7,11,14.5,13.3,1023.4,1026.4,1024.9,Tue
Brisbane,1993,9,9,1,14.7,23,19.6,11.3,750,22000,12143.8,11265,40000,19214.1,6.1,16,12.8,1017.4,1022.5,1019.6,Sat
Brisbane,1993,9,30,0,15,23,19.1,5.1,1200,22000,13850,11265,40000,19955.4,12,15,14,1025,1029.6,1027,Tue
Brisbane,1993,12,23,0,23.1,33,27.9,8.2,3600,22000,19700,40000,50000,41250,10.3,24.2,17,998.2,1002.7,1000.5,Sat
Brisbane,1994,4,21,18,17.3,23.9,19.8,6.7,600,22000,4428.6,7000,30000,20285.7,15,17.3,16.3,1019.1,1023.2,1021,Thu
Brisbane,1994,5,12,0,12.7,20,15.9,5.1,22000,22000,22000,30000,40000,34375,6.5,11.4,9.6,1020,1024.5,1022.6,Fri
Brisbane,1994,5,26,0,11.2,28.1,18.8,6.7,22000,22000,22000,30000,30000,30000,0.1,7.4,2.8,1012.5,1018.3,1015.7,Fri
Brisbane,1994,6,16,0,10.1,20.2,14.3,3.6,22000,22000,22000,25000,40000,28888.9,5.6,13.2,10.1,1019.5,1021.6,1020.4,Sat
Brisbane,1994,7,7,?,12,17.4,14.6,4.6,420,22000,13317.1,12000,30000,26000,11.2,13.6,12.6,1024.7,1027,1025.7,Tue
Brisbane,1994,9,15,0,10.3,24.2,16.9,5.1,22000,22000,22000,9900,40000,19270.6,2,13,9,1014.4,1018.4,1016.8,Fri
Brisbane,1994,10,13,29.1,15,23,18.5,12.3,300,22000,10503.2,2000,35000,15742.6,12,16,14.1,1016.2,1023,1019.9,Sat
Brisbane,1994,11,17,?,20,26.5,22.4,5.1,1200,22000,16139.6,11265,25000,15010,16,20,18.6,1017,1019.4,1018.1,Wed
Brisbane,1994,12,29,0,23,33,27.1,8.2,22000,22000,22000,9900,40000,15975.6,8,21,17.6,1011.7,1017.6,1015.1,Sat
Brisbane,1995,5,25,?,12,23.1,17,5.1,1500,22000,16185.7,100,40000,14624.1,10.9,15.1,13.9,1013.3,1018.4,1014.8,Wed
Brisbane,1995,6,8,0,11,23,16.2,3.6,22000,22000,22000,9900,40000,19971.7,11,14,11.9,1023.5,1027.6,1025.4,Tue
Brisbane,1995,6,22,0,10,18.1,13.3,8.2,1200,22000,19409.4,9900,40000,20205.5,5,8.4,6.9,1024.5,1028.6,1026.8,Tue
Brisbane,1995,6,29,0,7,20.2,14.7,8.2,22000,22000,22000,9900,40000,20369.6,0.3,5,2.5,1015.4,1022.5,1019,Sat
Brisbane,1995,9,28,0,13,21,17.5,5.1,900,22000,15140,9900,40000,18137,5,10.3,8.7,1016.4,1021.5,1019.1,Thu
Brisbane,1995,11,30,0,22,29,25.7,8.2,5400,9000,8600,9900,40000,17444.8,19,22,20.6,1010.5,1013.3,1011.7,Thu
Brisbane,1996,3,7,?,18.9,26.8,22.6,7.7,1050,22000,21047.7,9900,40000,20312.9,15.1,18,16.9,1011.3,1014.6,1013,Wed
Brisbane,1996,11,28,0,23,29,25.7,11.3,3600,22000,15660,9900,40000,18248.1,16,22,19.6,1005.6,1009.6,1007.6,Sat
Brisbane,1997,3,27,0,17,26,21.3,5.7,1080,22000,17864,9900,40000,21135.5,16,17,16.6,1017.4,1020.5,1018.6,Sat
Brisbane,1997,4,24,0,14,25,19.4,4.6,22000,22000,22000,8000,35000,16370,14,15.4,14.8,1022.5,1026.6,1024,Thu
Brisbane,1997,10,23,0,14.6,23,19.4,6.2,900,22000,15689.1,11265,40000,19955.4,11,15,13.9,1022.5,1026.6,1024.8,Tue
Brisbane,1997,12,11,0.1,19.6,26,22.7,8.2,1200,22000,9981,11265,30000,16259.3,14,18,15.8,1017.4,1020.5,1019.4,Sat
Brisbane,1998,1,22,0,23,30,26.4,6.2,22000,22000,22000,11265,35000,18216.3,18,23,21.5,1006.5,1011.1,1008.6,Fri
Brisbane,1998,3,19,0,18.6,27.4,23.2,6.7,1350,22000,17165.9,9900,40000,18854.6,16,18,16.8,1020.3,1023.5,1021.8,Sat
Brisbane,1998,8,6,0.2,11.5,22.7,17.4,7.7,22000,22000,22000,40000,50000,43750,8.3,11.9,9.6,1008.2,1012.2,1010.7,Fri
Brisbane,1998,10,1,0,14,24,19.1,4.6,750,22000,17195,9900,35000,18021.2,13,16,14.9,1023.5,1026.6,1024.6,Tue
Brisbane,1998,12,17,0.2,24.8,29,26.3,6.2,600,22000,9548.8,11265,30000,16468.3,20,23,21.5,1006.8,1010.6,1008.4,Sat
Brisbane,1999,8,19,0.7,7,21,12.6,6.2,22000,22000,22000,900,30000,13959.7,6.7,13,9.3,1022.3,1026.1,1023.6,Thu
Brisbane,1999,9,23,0.7,12.6,22,16.4,4.6,22000,22000,22000,9900,30000,15320,12,14.1,13.1,1024,1026.9,1025.7,Thu
Brisbane,1999,11,25,0,17,25.3,21.2,6.2,2100,22000,8986.4,11265,35000,18759.5,13,15,14.1,1019.1,1022,1020.4,Thu
Brisbane,2000,2,24,3,21,27.1,24,7.2,1200,22000,20204.3,11265,30000,15227.8,16.8,20.5,18.7,1017.2,1019.3,1018.3,Sat
Brisbane,2000,3,16,0,21.5,28,24.7,5.7,7800,22000,19670.8,11265,30000,16885,18,20,19.1,1017.4,1021,1019.3,Sat
Brisbane,2000,10,12,0.8,15,23.1,19,5.7,1200,22000,12597.9,11265,30000,15426.7,7,16,11.7,1014,1019.9,1016.7,Thu
Brisbane,2000,11,30,0,19.6,26.4,23.6,9.3,22000,22000,22000,25000,30000,28750,15.7,18.7,17.8,1011.8,1014.2,1013,Sat
Brisbane,2001,1,4,0,17,27,23,5.1,22000,22000,22000,11265,40000,17562.7,13.9,16.9,15.8,1016.6,1019.2,1017.9,Fri
Brisbane,2001,2,15,0,20.6,28,24.7,6.2,1020,22000,15136.9,5000,40000,19096.3,17.1,20.6,18.8,1011.1,1014.3,1012.6,Sat
Brisbane,2001,3,1,0.6,21.6,29.4,25.8,4.1,750,22000,16093.5,9000,30000,16868.5,18.4,21,19.7,1014.4,1016.5,1015.2,Sat
Brisbane,2001,7,12,0.1,10,22,14.2,4.1,1500,22000,20444,9900,40000,15703,9,13.7,11.3,1022.3,1025.7,1023.9,Tue
Brisbane,2001,8,2,0.1,12.6,20,16.7,5.7,1500,22000,10530.4,9900,30000,16771.2,4.1,12,8.9,1019.7,1026,1022.9,Tue
Brisbane,2002,3,28,22.1,20.5,28,23.4,8.7,540,22000,6552.6,3000,40000,11797.1,16.9,21.3,19.6,1008.8,1013,1010.8,Sat
Brisbane,2002,7,4,0,7,20,14.3,9.8,22000,22000,22000,2601,40000,16712.5,0,7.9,2.6,1012,1017,1014.7,Sat
Brisbane,2002,7,11,258.9,5,21,12.1,4.1,22000,22000,22000,360,30000,15059.6,2.7,9.6,6.3,1019.5,1023.1,1020.6,Wed
Brisbane,2002,9,19,0,10.2,29,21.4,13.9,1050,22000,20952.5,9900,50000,21574.2,0,10.7,2.7,1006.8,1016.8,1011.5,Sat
Brisbane,2003,1,16,0,19,27,23.5,6.7,810,22000,19433.8,11265,30000,15218.3,14,17.6,16,1015.8,1019.6,1017.8,Sat
Brisbane,2003,1,23,10.2,22.8,28.3,25.4,6.7,750,22000,15980.8,10000,20000,13551.7,17.6,21.3,18.8,1016.7,1019.3,1017.8,Sat
Brisbane,2003,1,30,0,21,28.5,25.3,7.7,22000,22000,22000,9900,25000,15330.9,15.7,19.4,18.3,1010.5,1015.7,1012.6,Fri
Brisbane,2003,5,29,1003.4,12.3,20,16.6,7.2,660,22000,10910.7,5000,35000,14022,11.8,16,14.2,1025.7,1030,1027.9,Sun
Brisbane,2003,10,30,0,14.8,28,22,6.7,4500,22000,17105.3,9900,40000,15650.2,3,17.7,13.4,1006.5,1011.6,1009.2,Sat
Brisbane,2004,2,26,0,20.9,27.2,24.5,6.2,1140,22000,10357,11265,30000,17346.7,14.6,19,17.2,1006.6,1010,1008.3,Sat
Brisbane,2004,4,15,1.8,17.2,26.4,21.7,5.1,1350,22000,17760.4,3000,40000,15616,14.1,19.2,15.6,1022.7,1025.3,1023.9,Tue
Brisbane,2004,7,1,0,5.9,25,13.5,5.1,22000,22000,22000,9900,20000,12641.7,3,12,6.5,1020.3,1023.4,1021.9,Thu
Brisbane,2004,9,2,0,10.4,21,15.7,6.2,1350,22000,20913.2,9900,40000,18134.4,7,11.1,8.8,1018.6,1023.9,1021.5,Thu
Brisbane,2004,10,7,0,16.3,24.9,21.1,7.7,600,22000,20139.1,9900,30000,15141.1,13.4,18,16.3,1010.3,1017.9,1013.2,Sat
Brisbane,2004,11,25,0,14,25,20.5,7.7,1500,22000,16782.6,9900,40000,18896.4,8.5,14.7,11.4,1020.3,1023.2,1021.9,Sat
Brisbane,2005,3,17,8.6,20,27,23,4.6,450,9000,5269.6,1500,30000,14758.3,17,20,18.8,1009.3,1013.1,1011,Thu
Brisbane,2005,4,7,2.3,20.9,27,22.7,6.7,540,7800,1279.6,3000,30000,10982.1,16.7,21.1,19.4,1018.7,1022.4,1020.1,Thu
